,Time Stamp,Window,Suration
328,2020-05-14 17:01:21.446967,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,109
329,2020-05-14 17:03:10.685774,GB MONTHWISE PLAN_FY20 - Excel,30
330,2020-05-14 17:03:40.760559,Convert Text to Columns Wizard - Step 1 of 3,3
331,2020-05-14 17:03:43.779674,Convert Text to Columns Wizard - Step 2 of 3,26
332,2020-05-14 17:04:09.833157,Convert Text to Columns Wizard - Step 3 of 3,1
333,2020-05-14 17:04:10.847577,Microsoft Excel,2
334,2020-05-14 17:04:12.869694,GB MONTHWISE PLAN_FY20 - Excel,8
335,2020-05-14 17:04:20.889639,,13
336,2020-05-14 17:04:33.923833,GB MONTHWISE PLAN_FY20 - Excel,14
337,2020-05-14 17:04:47.968463,,6
338,2020-05-14 17:04:53.996293,GB MONTHWISE PLAN_FY20 - Excel,12
339,2020-05-14 17:05:06.031241,,56
340,2020-05-14 17:06:02.968991,GB MONTHWISE PLAN_FY20 - Excel,3
341,2020-05-14 17:06:05.987252,,3
342,2020-05-14 17:06:09.006147,GB MONTHWISE PLAN_FY20 - Excel,76
343,2020-05-14 17:07:25.187347,,1
344,2020-05-14 17:07:26.198437,GB MONTHWISE PLAN_FY20 - Excel,8
345,2020-05-14 17:07:34.243442,,1
346,2020-05-14 17:07:35.266497,GB MONTHWISE PLAN_FY20 - Excel,10
347,2020-05-14 17:07:45.304438,,8
348,2020-05-14 17:07:53.333331,GB MONTHWISE PLAN_FY20 - Excel,30
349,2020-05-14 17:08:23.409237,,3
350,2020-05-14 17:08:26.424166,GB MONTHWISE PLAN_FY20 - Excel,1
351,2020-05-14 17:08:27.433666,,3
352,2020-05-14 17:08:30.467906,GB MONTHWISE PLAN_FY20 - Excel,61
353,2020-05-14 17:09:31.610775,Create PivotTable,3
354,2020-05-14 17:09:34.641218,GB MONTHWISE PLAN_FY20 - Excel,31
355,2020-05-14 17:10:05.719425,,2
356,2020-05-14 17:10:07.737360,Microsoft Excel,1
357,2020-05-14 17:10:08.747368,GB MONTHWISE PLAN_FY20 - Excel,2
358,2020-05-14 17:10:10.775137,,2
359,2020-05-14 17:10:12.785121,GB MONTHWISE PLAN_FY20 - Excel,2
360,2020-05-14 17:10:14.797636,,2
361,2020-05-14 17:10:16.810106,Microsoft Excel,1
362,2020-05-14 17:10:17.821438,GB MONTHWISE PLAN_FY20 - Excel,22
363,2020-05-14 17:10:39.887459,Create PivotTable,2
364,2020-05-14 17:10:41.904772,GB MONTHWISE PLAN_FY20 - Excel,37
365,2020-05-14 17:11:18.987475,Value Field Settings,3
366,2020-05-14 17:11:22.006854,GB MONTHWISE PLAN_FY20 - Excel,6
367,2020-05-14 17:11:28.030142,Value Field Settings,3
368,2020-05-14 17:11:31.045360,GB MONTHWISE PLAN_FY20 - Excel,6
369,2020-05-14 17:11:37.062615,Value Field Settings,3
370,2020-05-14 17:11:40.077509,GB MONTHWISE PLAN_FY20 - Excel,36
371,2020-05-14 17:12:16.165810,,1
372,2020-05-14 17:12:17.178866,(3) WhatsApp - Google Chrome,3
373,2020-05-14 17:12:20.199142,(2) WhatsApp - Google Chrome,82
374,2020-05-14 17:13:42.360312,,19
375,2020-05-14 17:14:01.408627,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,14
376,2020-05-14 17:14:15.444999,(2) WhatsApp - Google Chrome,1
377,2020-05-14 17:14:16.456757,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,16
378,2020-05-14 17:14:32.519892,(2) WhatsApp - Google Chrome,1
379,2020-05-14 17:14:33.537697,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,7
380,2020-05-14 17:14:40.564992,(2) WhatsApp - Google Chrome,1
381,2020-05-14 17:14:41.595095,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,1
382,2020-05-14 17:14:42.617253,,2
383,2020-05-14 17:14:44.630652,HM3H - Capcity - Excel,12
384,2020-05-14 17:14:56.676935,GB MONTHWISE PLAN_FY20 - Excel,37
385,2020-05-14 17:15:33.776745,(2) WhatsApp - Google Chrome,1
386,2020-05-14 17:15:34.790399,,2
387,2020-05-14 17:15:36.807164,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,51
388,2020-05-14 17:16:27.918530,,2
389,2020-05-14 17:16:29.926987,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,76
390,2020-05-14 17:17:46.103405,Microsoft Excel,2
391,2020-05-14 17:17:48.118540,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,17
392,2020-05-14 17:18:05.168251,,2
393,2020-05-14 17:18:07.178423,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,102
394,2020-05-14 17:19:49.394500,,1
395,2020-05-14 17:19:50.406289,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,577
396,2020-05-14 17:29:28.620231,,6
397,2020-05-14 17:29:34.645490,Move or Copy,6
398,2020-05-14 17:29:40.665967,Microsoft Excel,1
399,2020-05-14 17:29:41.687925,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,1
400,2020-05-14 17:29:42.705319,Microsoft Excel,1
401,2020-05-14 17:29:43.721810,HM3H - Capcity - Excel,106
402,2020-05-14 17:31:30.179933,(2) WhatsApp - Google Chrome,1
403,2020-05-14 17:31:31.207547,YouTube - Google Chrome,4
404,2020-05-14 17:31:35.229329,(2) WhatsApp - Google Chrome,3
405,2020-05-14 17:31:38.255436,Money Heist - Soundtrack (My Life is Going On) - Cecilia Krull - YouTube - Google Chrome,13
406,2020-05-14 17:31:51.308965,Meet - Capacity Overview Review session - Google Chrome,2
407,2020-05-14 17:31:53.326931,Money Heist - Soundtrack (My Life is Going On) - Cecilia Krull - YouTube - Google Chrome,2
408,2020-05-14 17:31:55.352335,WhatsApp - Google Chrome,4
409,2020-05-14 17:31:59.366650,Python | Working with .docx module - GeeksforGeeks - Google Chrome,3
410,2020-05-14 17:32:02.390122,,2
411,2020-05-14 17:32:04.436669,HM3H - Capcity - Excel,181
412,2020-05-14 17:35:05.949662,,2
413,2020-05-14 17:35:07.959097,HM3H - Capcity - Excel,39
414,2020-05-14 17:35:47.058099,Microsoft Excel,2
415,2020-05-14 17:35:49.070657,HM3H - Capcity - Excel,17
416,2020-05-14 17:36:06.120286,,2
417,2020-05-14 17:36:08.134612,HM3H - Capcity - Excel,62
418,2020-05-14 17:37:10.262505,Python | Working with .docx module - GeeksforGeeks - Google Chrome,1
419,2020-05-14 17:37:11.272713,(3) WhatsApp - Google Chrome,2
420,2020-05-14 17:37:13.312360,(2) WhatsApp - Google Chrome,31
421,2020-05-14 17:37:44.390295,"Inbox (3,747) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",1
422,2020-05-14 17:37:45.406634,(2) WhatsApp - Google Chrome,2
423,2020-05-14 17:37:47.450102,,1
424,2020-05-14 17:37:48.462313,HM3H - Capcity - Excel,108
425,2020-05-14 17:39:36.696226,(3) WhatsApp - Google Chrome,7
426,2020-05-14 17:39:43.718275,(2) WhatsApp - Google Chrome,36
427,2020-05-14 17:40:19.813540,HM3H - Capcity - Excel,143
428,2020-05-14 17:42:43.104556,(3) WhatsApp - Google Chrome,2
429,2020-05-14 17:42:45.121272,Eminem - Love The Way You Lie ft. Rihanna - YouTube - Google Chrome,606
430,2020-05-14 17:52:52.779084,,87
431,2020-05-14 17:54:20.014929,Eminem - Love The Way You Lie ft. Rihanna - YouTube - Google Chrome,6
432,2020-05-14 17:54:26.051278,(3) WhatsApp - Google Chrome,3
433,2020-05-14 17:54:29.070811,(2) WhatsApp - Google Chrome,4
434,2020-05-14 17:54:33.093401,Eminem - Love The Way You Lie ft. Rihanna - YouTube - Google Chrome,30
435,2020-05-14 17:55:03.193694,New Tab - Google Chrome,11
436,2020-05-14 17:55:14.242964,may god grace you - Google Search - Google Chrome,16
437,2020-05-14 17:55:30.297469,Hope College Australia: May God's grace be upon you - Google Chrome,7
438,2020-05-14 17:55:37.340552,May God's grace be upon you | Hope College Australia - Google Chrome,91
439,2020-05-14 17:57:08.606168,Eminem - Love The Way You Lie ft. Rihanna - YouTube - Google Chrome,6
440,2020-05-14 17:57:14.634150,jo bich bajariya - YouTube - Google Chrome,3
441,2020-05-14 17:57:17.650090,Jo Beech Bajariya Tune | Ansh Songs | Sapna Awasthi | Sharbani Mukherjee - YouTube - Google Chrome,11
442,2020-05-14 17:57:28.682621,(2) WhatsApp - Google Chrome,4
443,2020-05-14 17:57:32.700557,,1
444,2020-05-14 17:57:33.710449,HM3H - Capcity - Excel,44
445,2020-05-14 17:58:17.829460,(2) WhatsApp - Google Chrome,1
446,2020-05-14 17:58:18.842093,Jo Beech Bajariya Tune | Ansh Songs | Sapna Awasthi | Sharbani Mukherjee - YouTube - Google Chrome,5
447,2020-05-14 17:58:23.879181,Breathless | Shankar Mahadevan [Full Version] Lyrics - YouTube - Google Chrome,1
448,2020-05-14 17:58:24.891512,(2) WhatsApp - Google Chrome,4
449,2020-05-14 17:58:28.922073,Breathless | Shankar Mahadevan [Full Version] Lyrics - YouTube - Google Chrome,2
450,2020-05-14 17:58:30.937452,HM3H - Capcity - Excel,344
451,2020-05-14 18:04:15.721641,New notification,1
452,2020-05-14 18:04:16.734686,(3) WhatsApp - Google Chrome,3
453,2020-05-14 18:04:19.758892,HM3H - Capcity - Excel,95
454,2020-05-14 18:05:54.955150,,1
455,2020-05-14 18:05:55.975169,HM3H - Capcity - Excel,146
456,2020-05-14 18:08:22.308650,02_Draft ABP_FY 21_Rev _02_16Apr 2020 (57.3 Dom+2.1 GB)_V2_Updated_19042020 - Excel,3
457,2020-05-14 18:08:25.332513,,1
458,2020-05-14 18:08:26.340663,HM3H - Capcity - Excel,126
459,2020-05-14 18:10:32.636229,(3) WhatsApp - Google Chrome,1
460,2020-05-14 18:10:33.645080,Akrosh - Sauda Hai Dil KaFull Song - YouTube - Google Chrome,7
461,2020-05-14 18:10:40.702538,Dilbaro - YouTube - Google Chrome,9
462,2020-05-14 18:10:49.738035,HM3H - Capcity - Excel,10
463,2020-05-14 18:10:59.770828,Dilbaro - YouTube - Google Chrome,1
464,2020-05-14 18:11:00.828508,HM3H - Capcity - Excel,28
465,2020-05-14 18:11:28.936930,,1
466,2020-05-14 18:11:29.988729,HM3H - Capcity - Excel,31
467,2020-05-14 18:12:01.069799,Dilbaro - YouTube - Google Chrome,2
468,2020-05-14 18:12:03.084336,(3) WhatsApp - Google Chrome,3
469,2020-05-14 18:12:06.106548,(2) WhatsApp - Google Chrome,40
470,2020-05-14 18:12:46.192358,,2
471,2020-05-14 18:12:48.213248,HM3H - Capcity - Excel,256
472,2020-05-14 18:17:04.778894,,1
473,2020-05-14 18:17:05.793575,HM3H - Capcity - Excel,4
474,2020-05-14 18:17:09.824461,,2
475,2020-05-14 18:17:11.850402,HM3H - Capcity - Excel,2
476,2020-05-14 18:17:13.859883,,2
477,2020-05-14 18:17:15.881195,HM3H - Capcity - Excel,5
478,2020-05-14 18:17:20.901427,,1
479,2020-05-14 18:17:21.917791,HM3H - Capcity - Excel,2
480,2020-05-14 18:17:23.939822,,1
481,2020-05-14 18:17:24.981445,HM3H - Capcity - Excel,2
482,2020-05-14 18:17:27.017075,(2) WhatsApp - Google Chrome,2
483,2020-05-14 18:17:29.071959,Google News - Google Chrome,1
484,2020-05-14 18:17:30.083143,Dilbaro Full Audio Song|Raazi|Alia Bhatt|Vicky Kaushal - YouTube - Google Chrome,20
485,2020-05-14 18:17:50.140744,jhini re jhini indian ocean - YouTube - Google Chrome,3
486,2020-05-14 18:17:53.158721,Berklee Indian Ensemble ft Indian Ocean - Jhini - YouTube - Google Chrome,4
487,2020-05-14 18:17:57.177494,HM3H - Capcity - Excel,450
488,2020-05-14 18:25:28.107674,,1
489,2020-05-14 18:25:29.129247,HM3H - Capcity - Excel,20
490,2020-05-14 18:25:49.202309,Berklee Indian Ensemble ft Indian Ocean - Jhini - YouTube - Google Chrome,7
491,2020-05-14 18:25:56.231876,Rangrez Mere Lyrical | Tanu Weds Manu | Krsna Solo | R. Madhavan | Kangana Ranaut - YouTube - Google Chrome,8
492,2020-05-14 18:26:04.275659,HM3H - Capcity - Excel,451
493,2020-05-14 18:33:36.201663,Microsoft Excel,3
494,2020-05-14 18:33:39.226644,HM3H - Capcity - Excel,150
495,2020-05-14 18:36:09.552839,,2
496,2020-05-14 18:36:11.569225,HM3H - Capcity - Excel,39
497,2020-05-14 18:36:50.677711,,1
498,2020-05-14 18:36:51.686999,HM3H - Capcity - Excel,1
499,2020-05-14 18:36:52.705308,Piya Milenge (Official Video Song) | Raanjhanaa | Dhanush | Sonam Kapoor - YouTube - Google Chrome,2
500,2020-05-14 18:36:54.727367,HM3H - Capcity - Excel,29
501,2020-05-14 18:37:23.805804,Microsoft Excel,1
502,2020-05-14 18:37:24.815284,HM3H - Capcity - Excel,25
503,2020-05-14 18:37:49.907627,,1
504,2020-05-14 18:37:50.921811,HM3H - Capcity - Excel,4
505,2020-05-14 18:37:54.960939,,2
506,2020-05-14 18:37:56.973724,HM3H - Capcity - Excel,18
507,2020-05-14 18:38:15.037892,,2
508,2020-05-14 18:38:17.055593,HM3H - Capcity - Excel,63
509,2020-05-14 18:39:20.249031,,5
510,2020-05-14 18:39:25.274315,HM3H - Capcity - Excel,3
511,2020-05-14 18:39:28.294283,,1
512,2020-05-14 18:39:29.316912,HM3H - Capcity - Excel,10
513,2020-05-14 18:39:39.359488,,2
514,2020-05-14 18:39:41.384791,Copy Picture,2
515,2020-05-14 18:39:43.398096,HM3H - Capcity - Excel,1
516,2020-05-14 18:39:44.412818,,1
517,2020-05-14 18:39:45.431740,Piya Milenge (Official Video Song) | Raanjhanaa | Dhanush | Sonam Kapoor - YouTube - Google Chrome,2
518,2020-05-14 18:39:47.444820,(3) WhatsApp - Google Chrome,2
519,2020-05-14 18:39:49.463125,(2) WhatsApp - Google Chrome,1
520,2020-05-14 18:39:50.473285,"Inbox (3,749) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",1
521,2020-05-14 18:39:51.495932,"Inbox (3,748) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",6
522,2020-05-14 18:39:57.535844,Re: Assembly Capacity - Frame and Engine for HM5V Line 1 & Line 2 - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,1
523,2020-05-14 18:39:58.555733,,2
524,2020-05-14 18:40:00.581025,HM3H - Capcity - Excel,2
525,2020-05-14 18:40:02.594376,,8
526,2020-05-14 18:40:10.623654,HM3H - Capcity - Excel,10
527,2020-05-14 18:40:20.659445,Re: Assembly Capacity - Frame and Engine for HM5V Line 1 & Line 2 - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,2
528,2020-05-14 18:40:22.684273,"Inbox (3,748) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",10
529,2020-05-14 18:40:32.722829,Re: Assembly Capacity - Frame and Engine for HM5V Line 1 & Line 2 - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,22
530,2020-05-14 18:40:54.789439,,9
531,2020-05-14 18:41:03.833795,HM3H - Capcity - Excel,10
532,2020-05-14 18:41:13.884663,,1
533,2020-05-14 18:41:14.903260,Re: Assembly Capacity - Frame and Engine for HM5V Line 1 & Line 2 - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,2
534,2020-05-14 18:41:17.144265,Open,20
535,2020-05-14 18:41:37.222057,Re: Assembly Capacity - Frame and Engine for HM5V Line 1 & Line 2 - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,646
536,2020-05-14 18:52:24.970575,,2126
537,2020-05-14 19:27:56.734413,Re: Assembly Capacity - Frame and Engine for HM5V Line 1 & Line 2 - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,4
538,2020-05-14 19:28:00.804588,"Inbox (3,748) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",1
539,2020-05-14 19:28:01.815198,(4) WhatsApp - Google Chrome,4
540,2020-05-14 19:28:05.841818,(3) WhatsApp - Google Chrome,157
541,2020-05-14 19:30:43.286483,(2) WhatsApp - Google Chrome,12
542,2020-05-14 19:30:55.326949,"Inbox (3,748) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",40
543,2020-05-14 19:31:35.457709,(2) WhatsApp - Google Chrome,6
544,2020-05-14 19:31:41.497644,Python | Working with .docx module - GeeksforGeeks - Google Chrome,2
545,2020-05-14 19:31:43.514335,python wordk with documents - Google Search - Google Chrome,4
546,2020-05-14 19:31:47.524077,Python | Working with .docx module - GeeksforGeeks - Google Chrome,2
547,2020-05-14 19:31:49.550905,(2) WhatsApp - Google Chrome,5
548,2020-05-14 19:31:54.587517,Piya Milenge (Official Video Song) | Raanjhanaa | Dhanush | Sonam Kapoor - YouTube - Google Chrome,2
549,2020-05-14 19:31:56.597861,May God's grace be upon you | Hope College Australia - Google Chrome,14
550,2020-05-14 19:32:10.644252,GitHub - Google Chrome,26
551,2020-05-14 19:32:36.725742,"bhaveshbh/ble_tracer: a tracer app to help community, without compromising privacy - Google Chrome",4
552,2020-05-14 19:32:40.748365,New Tab - Google Chrome,25
553,2020-05-14 19:33:05.828654,Invation in ved - Google Search - Google Chrome,56
554,2020-05-14 19:34:01.989766,mention of invation in quran - Google Search - Google Chrome,77
555,2020-05-14 19:35:19.193901,mention of invasion in quran - Google Search - Google Chrome,58
556,2020-05-14 19:36:17.361237,mention of invasion in hindu books - Google Search - Google Chrome,22
557,2020-05-14 19:36:39.433923,New Tab - Google Chrome,8
558,2020-05-14 19:36:47.467371,mention of invasion in hindu books - Google Search - Google Chrome,11
559,2020-05-14 19:36:58.513128,mention of invasion in Quran - Google Search - Google Chrome,68
560,2020-05-14 19:38:06.717694,YouTube - Google Chrome,4
561,2020-05-14 19:38:10.742042,INCREDIBLE example of Locusts in the Quran - YouTube - Google Chrome,4
562,2020-05-14 19:38:14.764239,,1
563,2020-05-14 19:38:15.779338,Volume Control,5
564,2020-05-14 19:38:20.806689,INCREDIBLE example of Locusts in the Quran - YouTube - Google Chrome,111
565,2020-05-14 19:40:12.069492,locus invation quran - YouTube - Google Chrome,22
566,2020-05-14 19:40:34.130663,YouTube - Google Chrome,17
567,2020-05-14 19:40:51.180611,"bhaveshbh/ble_tracer: a tracer app to help community, without compromising privacy - Google Chrome",4
568,2020-05-14 19:40:55.205123,Remote Desktop Connection,7
569,2020-05-14 19:41:02.229176,"bhaveshbh/ble_tracer: a tracer app to help community, without compromising privacy - Google Chrome",19
570,2020-05-14 19:41:21.309033,YouTube - Google Chrome,9
571,2020-05-14 19:41:30.351846,using github - YouTube - Google Chrome,5
572,2020-05-14 19:41:35.367228,Github Tutorial For Beginners - Github Basics for Mac or Windows & Source Control Basics - YouTube - Google Chrome,556
573,2020-05-14 19:50:52.608492,"bhaveshbh/ble_tracer: a tracer app to help community, without compromising privacy - Google Chrome",25
574,2020-05-14 19:51:17.679579,GitHub - Google Chrome,25
575,2020-05-14 19:51:42.750328,Create a New Repository - Google Chrome,66
576,2020-05-14 19:52:48.950572,,1
577,2020-05-14 19:52:49.965354,Remote Desktop Connection,3
578,2020-05-14 19:52:52.985603,192.168.1.11 - Remote Desktop Connection,3
579,2020-05-14 19:52:56.003682,Windows Security,2
580,2020-05-14 19:52:58.016974,(4) WhatsApp - Google Chrome,4
581,2020-05-14 19:53:02.039597,(3) WhatsApp - Google Chrome,7
582,2020-05-14 19:53:09.066205,(2) WhatsApp - Google Chrome,22
583,2020-05-14 19:53:31.153278,"Inbox (3,748) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",3
584,2020-05-14 19:53:34.197500,Create a New Repository - Google Chrome,1
585,2020-05-14 19:53:35.211840,,1
586,2020-05-14 19:53:36.239804,Windows Security,7
587,2020-05-14 19:53:43.264138,Remote Desktop Connection,1
588,2020-05-14 19:53:44.286774,192.168.1.11 - Remote Desktop Connection,34
589,2020-05-14 19:54:18.386787,Create a New Repository - Google Chrome,7
590,2020-05-14 19:54:25.424810,192.168.1.11 - Remote Desktop Connection,40
591,2020-05-14 19:55:05.522774,Create a New Repository - Google Chrome,5
592,2020-05-14 19:55:10.545210,manish-sin - Google Chrome,20
593,2020-05-14 19:55:30.613272,manish-sin/coursera: Data sets and scripts for Coursera Big Data Specialization. - Google Chrome,8
594,2020-05-14 19:55:38.646302,manish-sin - Google Chrome,16
595,2020-05-14 19:55:54.702576,manish-sin/coursera: Data sets and scripts for Coursera Big Data Specialization. - Google Chrome,38
596,2020-05-14 19:56:32.830010,192.168.1.11 - Remote Desktop Connection,6
597,2020-05-14 19:56:38.870049,manish-sin/coursera: Data sets and scripts for Coursera Big Data Specialization. - Google Chrome,4
598,2020-05-14 19:56:42.893630,manish-sin - Google Chrome,25
599,2020-05-14 19:57:07.967705,manish-sin/coursera: Data sets and scripts for Coursera Big Data Specialization. - Google Chrome,21
600,2020-05-14 19:57:29.059042,Your Repositories - Google Chrome,13
601,2020-05-14 19:57:42.129725,manish-sin/coursera: Data sets and scripts for Coursera Big Data Specialization. - Google Chrome,7
602,2020-05-14 19:57:49.165446,Actions · manish-sin/coursera - Google Chrome,19
603,2020-05-14 19:58:08.221255,Options - Google Chrome,7
604,2020-05-14 19:58:15.301023,New Tab - Google Chrome,7
605,2020-05-14 19:58:22.327566,delete repository github - Google Search - Google Chrome,15
606,2020-05-14 19:58:37.378736,Options - Google Chrome,7
607,2020-05-14 19:58:44.409721,manish-sin/coursera: Data sets and scripts for Coursera Big Data Specialization. - Google Chrome,13
608,2020-05-14 19:58:57.458937,Options - Google Chrome,46
609,2020-05-14 19:59:43.606770,Confirm password - Google Chrome,12
610,2020-05-14 19:59:55.652619,Forgot your password? - Google Chrome,4
611,2020-05-14 19:59:59.681425,Password sent! - Google Chrome,9
612,2020-05-14 20:00:08.717517,delete repository github - Google Search - Google Chrome,7
613,2020-05-14 20:00:15.745754,Save As,2
614,2020-05-14 20:00:17.759061,192.168.1.11 - Remote Desktop Connection,97
615,2020-05-14 20:01:55.039752,Reconnecting to 192.168.1.11,2
616,2020-05-14 20:01:57.061062,192.168.1.11 - Remote Desktop Connection,936
617,2020-05-14 20:17:35.279878,,5618
618,2020-05-14 22:53:22.401174,192.168.1.11 - Remote Desktop Connection,13
619,2020-05-14 22:53:35.427252,Save As,2
620,2020-05-14 22:53:37.451380,HM3H - Capcity - Excel,325
621,2020-05-14 22:59:02.652276,,2
622,2020-05-14 22:59:04.661208,HM3H - Capcity - Excel,212
623,2020-05-14 23:02:36.806153,,4
624,2020-05-14 23:02:40.815481,HM3H - Capcity - Excel,601
625,2020-05-14 23:12:42.129782,,24
626,2020-05-14 23:13:06.150961,HM3H - Capcity - Excel,42
627,2020-05-14 23:13:48.182404,Cortana,1
628,2020-05-14 23:13:49.195312,HM3H - Capcity - Excel,763
629,2020-05-14 23:26:32.590514,,294
630,2020-05-14 23:31:26.762063,HM3H - Capcity - Excel,2
631,2020-05-14 23:31:28.770542,Cortana,1
632,2020-05-14 23:31:29.781085,Start,3
633,2020-05-14 23:31:32.795524,,1192
634,2020-05-15 08:21:14.740262,Start,2
635,2020-05-15 08:21:16.919803,HM3H - Capcity - Excel,5
636,2020-05-15 08:21:21.936610,delete repository github - Google Search - Google Chrome,3
637,2020-05-15 08:21:24.956841,Math and Logic Online Courses | Coursera - Google Chrome,3
638,2020-05-15 08:21:27.971590,Tensorflow Gcp Courses | Coursera - Google Chrome,5
639,2020-05-15 08:21:32.988278,"Inbox (3,751) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",120
640,2020-05-15 08:23:33.349534,,1
641,2020-05-15 08:23:34.364176,HM3H - Capcity - Excel,6
642,2020-05-15 08:23:40.409694,"Inbox (3,751) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",502
643,2020-05-15 08:32:03.724652,,3
644,2020-05-15 08:32:06.761017,TICA - PowerPoint,13
645,2020-05-15 08:32:19.798160,"Inbox (3,751) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",2
646,2020-05-15 08:32:21.810321,TICA - PowerPoint,4
647,2020-05-15 08:32:25.826685,,49
648,2020-05-15 08:33:14.940922,Cortana,11
649,2020-05-15 08:33:25.980966,,2
650,2020-05-15 08:33:28.026234,Remote Desktop Connection,17
651,2020-05-15 08:33:45.186000,*new 2 - Notepad++,1
652,2020-05-15 08:33:46.208923,,4
653,2020-05-15 08:33:50.228162,*new 2 - Notepad++,2
654,2020-05-15 08:33:52.243193,C:\Users\manishsin\Desktop\awl.csv - Notepad++,82
655,2020-05-15 08:35:14.449437,,12
656,2020-05-15 08:35:26.482090,Progress,1
657,2020-05-15 08:35:27.488773,,7
658,2020-05-15 08:35:34.511502,Reload,10
659,2020-05-15 08:35:44.541739,C:\Users\manishsin\Desktop\awl.csv - Notepad++,120
660,2020-05-15 08:37:44.805842,*C:\Users\manishsin\Desktop\awl.csv - Notepad++,4
661,2020-05-15 08:37:48.825960,"Inbox (3,751) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",7
662,2020-05-15 08:37:55.851881,,2
663,2020-05-15 08:37:57.868961,TICA - PowerPoint,257
664,2020-05-15 08:42:15.515782,"Inbox (3,751) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",2
665,2020-05-15 08:42:17.529102,(3) WhatsApp - Google Chrome,4
666,2020-05-15 08:42:21.557303,(2) WhatsApp - Google Chrome,97
667,2020-05-15 08:43:58.828198,"Inbox (3,751) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",12
668,2020-05-15 08:44:10.907734,Untitled - Google Chrome,2
669,2020-05-15 08:44:12.919095,https://meet.google.com/iyf-txhx-cqh?authuser=0&hs=122 - Google Chrome,1
670,2020-05-15 08:44:13.937742,Meet - Google Chrome,4
671,2020-05-15 08:44:17.996402,Meet - iyf-txhx-cqh - Google Chrome,5
672,2020-05-15 08:44:23.023553,Meet - Assy team morning Meeting - Google Chrome,1353
673,2020-05-15 09:06:59.111736,(2) WhatsApp - Google Chrome,2
674,2020-05-15 09:07:01.168969,Meet - Assy team morning Meeting - Google Chrome,14
675,2020-05-15 09:07:15.238788,,1
676,2020-05-15 09:07:16.276449,ABZA Packahing Working June-July R7 - Excel,4
677,2020-05-15 09:07:20.305443,Meet - Assy team morning Meeting - Google Chrome,112
678,2020-05-15 09:09:12.585521,(2) WhatsApp - Google Chrome,1
679,2020-05-15 09:09:13.716456,"Inbox (3,751) - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome",13
680,2020-05-15 09:09:26.781434,Search results - manish2.singh@heromotocorp.com - Hero MotoCorp Ltd. Mail - Google Chrome,1
681,2020-05-15 09:09:27.801934,Meet - Assy team morning Meeting - Google Chrome,4
